gene_id	MMRF_1021_1_BM	MMRF_1029_1_BM	MMRF_1030_1_BM	MMRF_1031_1_BM	MMRF_1032_1_BM	MMRF_1033_1_BM	MMRF_1037_1_BM	MMRF_1038_1_BM	MMRF_1045_1_BM	MMRF_1048_1_BM	MMRF_1068_1_BM	MMRF_1073_1_BM	MMRF_1077_1_BM	MMRF_1078_1_BM	MMRF_1082_1_BM	MMRF_1086_1_BM	MMRF_1089_1_BM	MMRF_1092_1_BM	MMRF_1098_1_BM	MMRF_1100_1_BM	MMRF_1107_1_BM	MMRF_1108_1_BM	MMRF_1129_1_BM	MMRF_1148_1_BM	MMRF_1151_1_BM	MMRF_1152_1_BM	MMRF_1153_1_BM	MMRF_1157_1_BM	MMRF_1164_1_BM	MMRF_1167_1_BM	MMRF_1169_1_BM	MMRF_1171_1_BM	MMRF_1178_1_BM	MMRF_1179_1_BM	MMRF_1180_1_BM	MMRF_1185_1_BM	MMRF_1188_1_BM	MMRF_1189_1_BM	MMRF_1195_1_BM	MMRF_1202_1_BM	MMRF_1210_1_BM	MMRF_1216_1_BM	MMRF_1231_1_BM	MMRF_1250_1_BM	MMRF_1251_1_BM	MMRF_1257_1_BM	MMRF_1267_1_BM	MMRF_1269_1_BM	MMRF_1270_1_BM	MMRF_1274_1_BM	MMRF_1284_1_BM	MMRF_1285_1_BM	MMRF_1286_1_BM	MMRF_1293_1_BM	MMRF_1300_1_BM	MMRF_1307_1_BM	MMRF_1309_1_BM	MMRF_1318_1_BM	MMRF_1323_1_BM	MMRF_1324_1_BM	MMRF_1325_1_BM	MMRF_1327_1_BM	MMRF_1328_1_BM	MMRF_1331_1_BM	MMRF_1332_1_BM	MMRF_1338_1_BM	MMRF_1342_1_BM	MMRF_1344_1_BM	MMRF_1348_1_BM	MMRF_1349_1_BM	MMRF_1352_1_BM	MMRF_1354_1_BM	MMRF_1355_1_BM	MMRF_1356_1_BM	MMRF_1358_1_BM	MMRF_1359_1_BM	MMRF_1360_1_BM	MMRF_1361_1_BM	MMRF_1364_1_BM	MMRF_1365_1_BM	MMRF_1377_1_BM	MMRF_1380_1_BM	MMRF_1383_1_BM	MMRF_1386_1_BM	MMRF_1388_1_BM	MMRF_1389_1_BM	MMRF_1391_1_BM	MMRF_1392_1_BM	MMRF_1393_1_BM	MMRF_1395_1_BM	MMRF_1400_1_BM	MMRF_1401_1_BM	MMRF_1403_1_BM	MMRF_1408_1_BM	MMRF_1413_1_BM	MMRF_1423_1_BM	MMRF_1424_1_BM	MMRF_1425_1_BM	MMRF_1432_1_BM	MMRF_1433_1_BM	MMRF_1434_1_BM	MMRF_1436_1_BM	MMRF_1439_1_BM	MMRF_1445_1_BM	MMRF_1446_1_BM	MMRF_1447_1_BM	MMRF_1450_1_BM	MMRF_1451_1_BM	MMRF_1453_1_BM	MMRF_1454_1_BM	MMRF_1460_1_BM	MMRF_1461_1_BM	MMRF_1462_1_BM	MMRF_1466_1_BM	MMRF_1484_1_BM	MMRF_1485_1_BM	MMRF_1489_1_BM	MMRF_1491_1_BM	MMRF_1497_1_BM	MMRF_1499_1_BM	MMRF_1501_1_BM	MMRF_1502_1_BM	MMRF_1506_1_BM	MMRF_1510_1_BM	MMRF_1511_1_BM	MMRF_1512_1_BM	MMRF_1516_1_BM	MMRF_1519_1_BM	MMRF_1522_1_BM	MMRF_1523_1_BM	MMRF_1531_1_BM	MMRF_1534_1_BM	MMRF_1537_1_BM	MMRF_1538_1_BM	MMRF_1539_1_BM	MMRF_1540_1_BM	MMRF_1541_1_BM	MMRF_1542_1_BM	MMRF_1543_1_BM	MMRF_1550_1_BM	MMRF_1556_1_BM	MMRF_1560_1_BM	MMRF_1565_1_BM	MMRF_1570_1_BM	MMRF_1572_1_BM	MMRF_1573_1_BM	MMRF_1574_1_BM	MMRF_1577_1_BM	MMRF_1579_1_BM	MMRF_1580_1_BM	MMRF_1583_1_BM	MMRF_1586_1_BM	MMRF_1587_1_BM	MMRF_1588_1_BM	MMRF_1589_1_BM	MMRF_1593_1_BM	MMRF_1595_1_BM	MMRF_1596_1_BM	MMRF_1597_1_BM	MMRF_1598_1_BM	MMRF_1603_1_BM	MMRF_1605_1_BM	MMRF_1613_1_BM	MMRF_1614_1_BM	MMRF_1617_1_BM	MMRF_1618_1_BM	MMRF_1621_1_BM	MMRF_1624_1_BM	MMRF_1625_1_BM	MMRF_1627_1_BM	MMRF_1630_1_BM	MMRF_1633_1_BM	MMRF_1634_1_BM	MMRF_1637_1_BM	MMRF_1639_1_BM	MMRF_1640_1_BM	MMRF_1641_1_BM	MMRF_1643_1_BM	MMRF_1644_1_BM	MMRF_1645_1_BM	MMRF_1648_1_BM	MMRF_1651_1_BM	MMRF_1652_1_BM	MMRF_1654_1_BM	MMRF_1656_1_BM	MMRF_1659_1_BM	MMRF_1664_1_BM	MMRF_1665_1_BM	MMRF_1668_1_BM	MMRF_1670_1_BM	MMRF_1671_1_BM	MMRF_1672_1_BM	MMRF_1677_1_BM	MMRF_1678_1_BM	MMRF_1682_1_BM	MMRF_1683_1_BM	MMRF_1686_1_BM	MMRF_1689_1_BM	MMRF_1690_1_BM	MMRF_1694_1_BM	MMRF_1695_1_BM	MMRF_1698_1_BM	MMRF_1700_1_BM	MMRF_1705_1_BM	MMRF_1710_1_BM	MMRF_1713_1_BM	MMRF_1714_1_BM	MMRF_1715_1_BM	MMRF_1716_1_BM	MMRF_1718_1_BM	MMRF_1719_1_BM	MMRF_1720_1_BM	MMRF_1721_1_BM	MMRF_1722_1_BM	MMRF_1726_1_BM	MMRF_1727_1_BM	MMRF_1730_1_BM	MMRF_1733_1_BM	MMRF_1735_1_BM	MMRF_1736_1_BM	MMRF_1738_1_BM	MMRF_1739_1_BM	MMRF_1744_1_BM	MMRF_1750_1_BM	MMRF_1755_1_BM	MMRF_1758_1_BM	MMRF_1759_1_BM	MMRF_1766_1_BM	MMRF_1768_1_BM	MMRF_1771_1_BM	MMRF_1773_1_BM	MMRF_1775_1_BM	MMRF_1777_1_BM	MMRF_1778_1_BM	MMRF_1780_1_BM	MMRF_1782_1_BM	MMRF_1783_1_BM	MMRF_1785_1_BM	MMRF_1786_1_BM	MMRF_1787_1_BM	MMRF_1790_1_BM	MMRF_1792_1_BM	MMRF_1793_1_BM	MMRF_1795_1_BM	MMRF_1796_1_BM	MMRF_1797_1_BM	MMRF_1801_1_BM	MMRF_1802_1_BM	MMRF_1807_1_BM	MMRF_1808_1_BM	MMRF_1810_1_BM	MMRF_1814_1_BM	MMRF_1815_1_BM	MMRF_1817_1_BM	MMRF_1819_1_BM	MMRF_1822_1_BM	MMRF_1823_1_BM	MMRF_1824_1_BM	MMRF_1825_1_BM	MMRF_1830_1_BM	MMRF_1831_1_BM	MMRF_1832_1_BM	MMRF_1833_1_BM	MMRF_1835_1_BM	MMRF_1837_1_BM	MMRF_1839_1_BM	MMRF_1842_1_BM	MMRF_1845_1_BM	MMRF_1846_1_BM	MMRF_1847_1_BM	MMRF_1850_1_BM	MMRF_1851_1_BM	MMRF_1854_1_BM	MMRF_1855_1_BM	MMRF_1856_1_BM	MMRF_1859_1_BM	MMRF_1860_1_BM	MMRF_1861_1_BM	MMRF_1862_1_BM	MMRF_1865_1_BM	MMRF_1867_1_BM	MMRF_1871_1_BM	MMRF_1876_1_BM	MMRF_1879_1_BM	MMRF_1880_1_BM	MMRF_1881_1_BM	MMRF_1882_1_BM	MMRF_1886_1_BM	MMRF_1888_1_BM	MMRF_1889_2_BM	MMRF_1890_1_BM	MMRF_1891_1_BM	MMRF_1893_1_BM	MMRF_1895_1_BM	MMRF_1900_1_BM	MMRF_1906_1_BM	MMRF_1908_1_BM	MMRF_1911_1_BM	MMRF_1915_1_BM	MMRF_1916_1_BM	MMRF_1917_1_BM	MMRF_1918_1_BM	MMRF_1921_1_BM	MMRF_1922_1_BM	MMRF_1927_1_BM	MMRF_1928_1_BM	MMRF_1931_1_BM	MMRF_1932_1_BM	MMRF_1935_1_BM	MMRF_1961_1_BM	MMRF_1963_1_BM	MMRF_1965_1_BM	MMRF_1967_1_BM	MMRF_1971_1_BM	MMRF_1972_1_BM	MMRF_1977_1_BM	MMRF_1978_1_BM	MMRF_1981_1_BM	MMRF_1982_1_BM	MMRF_1985_1_BM	MMRF_1991_1_BM	MMRF_1992_1_BM	MMRF_1997_1_BM	MMRF_1998_1_BM	MMRF_2000_1_BM	MMRF_2001_1_BM	MMRF_2002_1_BM	MMRF_2005_1_BM	MMRF_2006_1_BM	MMRF_2012_1_BM	MMRF_2013_1_BM	MMRF_2015_1_BM	MMRF_2016_1_BM	MMRF_2017_1_BM	MMRF_2018_1_BM	MMRF_2026_1_BM	MMRF_2035_1_BM	MMRF_2038_1_BM	MMRF_2039_1_BM	MMRF_2041_1_BM	MMRF_2043_1_BM	MMRF_2047_1_BM	MMRF_2050_1_BM	MMRF_2054_1_BM	MMRF_2055_1_BM	MMRF_2056_1_BM	MMRF_2057_1_BM	MMRF_2059_1_BM	MMRF_2061_1_BM	MMRF_2062_1_BM	MMRF_2068_1_BM	MMRF_2069_1_BM	MMRF_2072_1_BM	MMRF_2074_1_BM	MMRF_2076_1_BM	MMRF_2079_1_BM	MMRF_2080_1_BM	MMRF_2081_1_BM	MMRF_2082_1_BM	MMRF_2083_1_BM	MMRF_2089_1_BM	MMRF_2091_1_BM	MMRF_2093_1_BM	MMRF_2097_1_BM	MMRF_2098_1_BM	MMRF_2102_1_BM	MMRF_2106_1_BM	MMRF_2107_1_BM	MMRF_2111_1_BM	MMRF_2113_1_BM	MMRF_2115_1_BM	MMRF_2116_1_BM	MMRF_2118_1_BM	MMRF_2119_1_BM	MMRF_2122_1_BM	MMRF_2125_1_BM	MMRF_2126_1_BM	MMRF_2140_1_BM	MMRF_2141_1_BM	MMRF_2143_1_BM	MMRF_2149_1_BM	MMRF_2150_1_BM	MMRF_2151_1_BM	MMRF_2153_1_BM	MMRF_2168_1_BM	MMRF_2170_1_BM	MMRF_2172_1_BM	MMRF_2173_1_BM	MMRF_2174_1_BM	MMRF_2176_1_BM	MMRF_2180_1_BM	MMRF_2183_1_BM	MMRF_2187_1_BM	MMRF_2194_1_BM	MMRF_2195_1_BM	MMRF_2197_1_BM	MMRF_2199_1_BM	MMRF_2200_1_BM	MMRF_2201_1_BM	MMRF_2203_1_BM	MMRF_2204_1_BM	MMRF_2211_1_BM	MMRF_2213_1_BM	MMRF_2214_1_BM	MMRF_2215_1_BM	MMRF_2216_1_BM	MMRF_2217_1_BM	MMRF_2220_1_BM	MMRF_2224_1_BM	MMRF_2225_1_BM	MMRF_2228_1_BM	MMRF_2229_1_BM	MMRF_2230_1_BM	MMRF_2231_1_BM	MMRF_2232_1_BM	MMRF_2236_1_BM	MMRF_2238_1_BM	MMRF_2240_1_BM	MMRF_2245_1_BM	MMRF_2250_1_BM	MMRF_2251_1_BM	MMRF_2253_1_BM	MMRF_2256_1_BM	MMRF_2257_1_BM	MMRF_2258_1_BM	MMRF_2259_1_BM	MMRF_2265_1_BM	MMRF_2266_1_BM	MMRF_2267_1_BM	MMRF_2268_1_BM	MMRF_2269_1_BM	MMRF_2271_1_BM	MMRF_2272_1_BM	MMRF_2273_1_BM	MMRF_2286_1_BM	MMRF_2290_1_BM	MMRF_2291_1_BM	MMRF_2293_1_BM	MMRF_2297_1_BM	MMRF_2300_1_BM	MMRF_2301_1_BM	MMRF_2302_1_BM	MMRF_2305_1_BM	MMRF_2306_1_BM	MMRF_2307_1_BM	MMRF_2310_1_BM	MMRF_2313_1_BM	MMRF_2314_1_BM	MMRF_2316_1_BM	MMRF_2317_1_BM	MMRF_2325_1_BM	MMRF_2326_1_BM	MMRF_2328_1_BM	MMRF_2329_1_BM	MMRF_2330_1_BM	MMRF_2331_1_BM	MMRF_2335_1_BM	MMRF_2336_1_BM	MMRF_2339_1_BM	MMRF_2352_1_BM	MMRF_2353_1_BM	MMRF_2363_2_BM	MMRF_2364_1_BM	MMRF_2365_1_BM	MMRF_2367_1_BM	MMRF_2368_1_BM	MMRF_2373_1_BM	MMRF_2377_1_BM	MMRF_2378_1_BM	MMRF_2379_1_BM	MMRF_2380_1_BM	MMRF_2384_1_BM	MMRF_2394_1_BM	MMRF_2399_1_BM	MMRF_2400_1_BM	MMRF_2404_1_BM	MMRF_2407_1_BM	MMRF_2409_1_BM	MMRF_2412_1_BM	MMRF_2413_1_BM	MMRF_2419_1_BM	MMRF_2422_1_BM	MMRF_2429_1_BM	MMRF_2433_1_BM	MMRF_2440_1_BM	MMRF_2444_1_BM	MMRF_2452_1_BM	MMRF_2453_1_BM	MMRF_2455_1_BM	MMRF_2458_1_BM	MMRF_2459_1_BM	MMRF_2469_1_BM
JAG1_ens1	9.821773982	10.86495992	7.982993575	8.885696373	7.820178962	7.741466986	8.842350343	8.033423002	9.533329732	10.40301202	8.882643049	9.192292814	8.573647187	9.189824559	8.14974712	10.88874325	8.882643049	9.483815777	11.0721326	10.12799432	8.710806434	7.761551232	11.30035256	8.442943496	9.769837844	7.74819285	7.930737338	9.415741768	9.695228291	8.233619677	8.696967526	9.517669388	10.38909352	10.29001885	10.03891899	7.95419631	9.457380879	11.6635581	10.74483384	11.2137118	9.48984796	11.09143539	9.21916852	8.686500527	9.710806434	10.08613623	9.515699838	8.487840034	8.357552005	9.240791332	8.238404739	8.430452552	8.636624621	11.02097994	10.89935692	11.64880695	8.960001932	10.4325419	9.292321633	11.72024426	9.364134655	9.509775004	10.73809226	9.28077077	10.36632221	10.74146699	6.14974712	10.16616308	9.596189756	10.74819285	9.20701432	8.299208018	8.965784285	6.584962501	9.071462363	10.54592977	11.37068741	12.08480839	8.317412614	8.826548487	8.011227255	10.10590851	9.550746785	9.926295995	11.2632692	10.34096276	10.49485558	10.46862404	9.851749041	9.424166289	10.50084188	8.991521846	9.897845456	11.09143539	10.56510208	8.661778098	10.3858624	9.5980525	10.71596199	10.87190524	9.618385502	10.24911345	8.754887502	10.72536626	9.312882955	10.33203655	8.566054038	8.625708843	10.04575966	10.76570049	9.17990909	10.52258153	10.50382574	11.11178774	11.52991853	10.15608308	9.645658432	12.17211493	8.584962501	4.321928095	8.584962501	10.43045255	10.02513956	9.326429487	7.948367232	8.897845456	10.11243951	9.6794801	10.44604941	10.54785851	8.519636253	9.882643049	10.31514956	9.900866808	8.511752654	10.87267488	9.381542951	11.75238065	11.66533592	12.00386923	10.70217269	10.00702727	12.42101286	9.202123824	11.08878824	11.12476754	6.06608919	9.152284842	8.209453366	10.30378075	10.93221475	10.74146699	8.689997971	9.262094845	10.96938652	7.876516947	8.636624621	9.758223215	9.612868497	11.51865316	9.463524373	10.32979634	10.39446269	9.965784285	9.390168956	8.118941073	8.174925683	8.794415866	8.84862294	11.07481046	12.40061264	10.37503943	10.61930296	8.353146825	8.238404739	8.438791853	9.008428622	10.02928723	10.07280253	9.888743249	7.74819285	7.247927513	8.194756854	9.537218401	9.055282436	10.06069593	9.519636253	9.868822555	11.33985	10.68299458	10.95128471	10.23601419	9.35974956	8.991521846	8.527477006	10.3140167	7.348728154	11.26561505	10.76155123	10.9893945	9.668884984	9.596189756	7.584962501	9.057991723	10.45738088	9.71596199	7.864186145	10.99152185	8.076815597	10.14847658	12.25236977	8.285402219	8.854868383	11.26620091	10.56605404	10.71424552	10.4767462	9.092757141	7.851749041	10.03204573	9.005624549	11.169925	9.836050355	10.48179943	7.95419631	9.881113961	9.681238412	10.58308277	9.214319121	8.876516947	9.763212367	9.601770788	8.447083226	10.38046107	11.71938882	9.204571144	10.48381578	11.48784003	10.38478375	10.16113188	11.15860969	9.537218401	9.810571635	11.24555271	10.08878824	10.19105921	10.04984855	8.794415866	9.312882955	9.337621902	9.924812504	8.033423002	11.37177664	10.92925841	9.20701432	9.970105891	11.30663136	7.330916878	11.09605624	9.799281622	8.727920455	10.21188829	9.897845456	8.968666793	9.259743264	9.46760555	10.62113611	8.845490051	9.544964433	10.57742883	9.964340868	8.271463028	9.824958741	9.77478706	10.25384748	8.588714636	9.46760555	9.938109326	4.523561956	9.292321633	10.12412131	10.25856603	10.90463462	10.27496047	9.290018847	9.584962501	9.337621902	10.98441846	8.73470962	9.596189756	8.596189756	9.997179481	10.18982456	6.87036472	9.631177056	10.84627391	10.93810933	9.707359132	11.26033152	11.51668495	8.930737338	9.843921051	9.560332834	9.899356923	8.951284715	10.98156728	10.89784546	10.92777796	10.52258153	10.48381578	8.942514505	10.41679753	7.936637939	11.86263736	9.499845887	9.961449694	9.997179481	10.20701432	8.820178962	10.25266543	9.914385132	9.436711542	10.00702727	10.40301202	10.69783636	9.216745858	9.041659152	8.994353437	9.584962501	10.74399286	9.558420713	14.26642055	10.7903485	9.656424863	9.893301531	10.27612441	10.45327063	10.33427329	8.238404739	11.2772874	10.48280796	10.32755264	9.238404739	10.09539702	10.04028972	10.64835758	10	11.01122726	8.491853096	10.71510401	8.588714636	9.262094845	10.73809226	10.23601419	10.87881728	7.584962501	9.618385502	9.726218159	8.144658243	10.68474862	9.957102042	10.49984589	11.64655871	9.37721053	9.388017285	10.29347165	11.06002035	9.087462841	7.741466986	9.451211112	8.807354922	9.403012024	11.45327063	10.40514146	8.682994584	10.11634396	8.199672345	9.493855449	9.891783703	7.459431619	11.06676193	7.794415866	9.131856961	9.321928095	8.839203788	9.491853096	10.89784546	9.649256178	9.35974956	10.23002044	11.03891899	9.164906927	10.19967234	10.46352437	8.618385502	8.784634846	9.616548844	10.92184094	10.51569984	11.95673915	9.259743264	11.05731488	9.2644426	8.924812504	9.419960178	9.733015322	9.915879379	10.34429591	9.116343961	11.50332886	11.03960452	10.51668495	9.136991112	10.62205182	10.27262978	8.77807713	10.98299357	8.82336724	9.324180547	10.55458885	10.76652891	10.51963625	11.16239133	10.18982456	8.098032083	9.707359132	10.12412131	10.95128471	9.118941073	9.002815016	8.906890596	10.53138146	10.91886324	10.1959873	8.348728154	10.44811631	8.781359714	10.29691621	9.62388149	10.9403136	10.16364968	9.808964175	11.20457114	8.876516947	11.37449615	10.99788513	10.0768156	11.36850646	10.05256805	10.45943162	10.10590851	9.951284715	8.174925683	10.25738784	9.092757141	9.424166289	9.810571635	11.96217303	10.83447105	10.82654849	8.980139578	9.541096615	11.33650656	10.44811631	8.876516947	9.159871337	11.39820926	9.73809226	11.20151134	9.906890596	10.82416321	11.13442632	10.13314221	9.794415866	10.31628153	10.14210706	9.37286506	8.519636253	11.35204343	9.063395081	9.005624549	9.566054038	4.169925001	11.18673329	9.675957033	9.366322214	9.266786541	9.843921051	9.625708843	9.754887502	9.047123912	10.9708249
FLRT3	5	0	0	1	0	0	1.584962501	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	2.584962501	0	0	0	0	0	2	1	0	0	1	0	0	0	1	0	0	2.807354922	0	1.584962501	5	0	0	0	1	7.592457037	0	0	0	0	1	0	5.169925001	1	1	2	0	2.807354922	0	0	0	0	0	0	0	0	0	1.584962501	1.584962501	0	0	0	0	5.614709844	0	5.357552005	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	5.247927513	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	7.087462841	0	0	0	2	0	0	0	0	0	0	1	1	0	0	0	0	0	4.247927513	0	0	0	0	6.14974712	2.584962501	0	0	3.321928095	0	0	1	0	0	0	0	0	0	0	4.906890596	0	2.807354922	0	1.584962501	0	0	8.033423002	0	1	1.584962501	0	9.238404739	1	0	1	0	4.087462841	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	2	0	8.442943496	8.73470962	1	0	0	0	1	2	0	0	0	1.584962501	0	2	0	2	0	0	0	1	0	1	1.584962501	0	2	1	0	3.321928095	0	0	0	0	0	0	5.672425342	0	0	0	5.247927513	3.584962501	1	0	0	0	0	9.577428828	2.807354922	0	1	0	1.584962501	0	4.247927513	0	0	0	0	0	3	1.584962501	0	0	0	0	2	10.6635581	0	2.321928095	0	1.584962501	1	0	0	0	0	0	0	0	0	1.584962501	0	2.584962501	0	0	1	0	0	0	0	2.321928095	0	0	1	0	1	0	0	0	1	0	0	0	1.584962501	0	1	0	0	0	1	0	6.459431619	2.584962501	0	0	0	0	0	1.584962501	1.584962501	1	2.807354922	0	0	1	0	0	0	0	0	0	0	0	0	1	0	4.459431619	0	0	0	0	1	1	0	0	0	1	0	0	2.321928095	0	2.584962501	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	2.807354922	0	0	0	0	0	6.554588852	1	2	0	0	0	1	0	0	0	0	2.321928095	0	2	3.700439718	1	0	3.584962501	0	0	0	0	1	1.584962501	0	2.807354922	0	2.321928095	0	0	0	0	1	0	0	0	1	1.584962501	0	5.392317423	5.672425342	0	0	0	3.321928095	0	0	0	0	6.169925001	0	2.584962501	1	0	1	0	0	0	0	0	1.584962501	0	0	1	0	0	0	0	0	0	3	0	0	1.584962501	0	1.584962501	3.584962501	0	0	0	5.392317423	0	0	4.247927513	0	0	10.91438513	0	0	0	0	6.285402219	1	1.584962501	1	0	0	0	0	0	0	0	0	0	0	0	3.169925001	1.584962501	0	0	0	0	0	4.169925001	5.882643049	1	0	6.475733431	0	3.459431619
APOBEC3A	4.392317423	4.95419631	3.807354922	3.321928095	3.459431619	6.285402219	2.321928095	3.169925001	3.321928095	4.906890596	2.807354922	5.285402219	4.169925001	7.592457037	2	4.523561956	4.807354922	1.584962501	4.754887502	4.087462841	2.584962501	3.807354922	5.491853096	4	4.321928095	3.807354922	2.321928095	2.584962501	9.292321633	7.199672345	9.992938336	4	3.459431619	5.672425342	11.66844183	7.46760555	8.86727874	5.614709844	2.321928095	3.807354922	3.459431619	3.169925001	3.584962501	3.459431619	6.266786541	2.321928095	4.087462841	4.392317423	6.584962501	6.62935662	8.84862294	4.169925001	3.321928095	4.087462841	4.857980995	5.129283017	6.614709844	3.459431619	6.169925001	5.247927513	4.807354922	3.321928095	4.169925001	5.523561956	6.475733431	3	3	5.169925001	5.977279923	4.700439718	4	5.169925001	2.807354922	4.523561956	5.523561956	4	7.839203788	5.64385619	3.807354922	3.169925001	3.700439718	4.584962501	4.169925001	4.169925001	4.523561956	8.535275377	4.584962501	3	5.491853096	1.584962501	4.64385619	5.357552005	6.768184325	4.087462841	1.584962501	4.523561956	3.906890596	7.614709844	5.392317423	3.807354922	5.209453366	3.584962501	2.584962501	4.321928095	3	5.727920455	4.392317423	5	6.209453366	8.022367813	5.64385619	5.426264755	4.584962501	5.584962501	4.906890596	7.357552005	4.321928095	8.968666793	5.285402219	6.209453366	4.807354922	4.247927513	4.807354922	3.169925001	3.906890596	2.807354922	4.169925001	4	5.523561956	2.584962501	4.700439718	5.087462841	11.03204573	1.584962501	0	5.357552005	3.459431619	6.727920455	4.087462841	3.459431619	7.087462841	3.169925001	6.832890014	4.392317423	4.584962501	5.285402219	5.087462841	2.584962501	5.781359714	7.022367813	5.357552005	6.442943496	7.247927513	4.169925001	7.044394119	5.584962501	8.366322214	6.686500527	5.321928095	5.727920455	4.64385619	5.95419631	4.857980995	3.169925001	3.459431619	5	3.321928095	8.174925683	10.21674586	5.321928095	3.807354922	3.700439718	2	0	3.807354922	3.169925001	7.768184325	4.392317423	3.169925001	6.459431619	6.409390936	2.807354922	2	9.560332834	5.882643049	5.285402219	5.087462841	4.247927513	3.700439718	6.700439718	3.169925001	4	4	8.909893084	9.642051693	5.977279923	5.129283017	4.857980995	7	2.807354922	8.618385502	5.129283017	5.64385619	6.22881869	6.266786541	4	4	8.74819285	8.73809226	6.321928095	5.906890596	5.781359714	4.321928095	6.426264755	3.807354922	10.68474862	6.539158811	7.599912842	5.554588852	0	9.038918989	4.392317423	4.95419631	4.700439718	8.495855027	4.523561956	4.700439718	3.169925001	4.700439718	4.95419631	5.087462841	2.807354922	4.523561956	5.857980995	4.392317423	6.22881869	5.357552005	5.321928095	5.285402219	3.169925001	8.430452552	4.459431619	6.303780748	4.087462841	10.3553511	4.857980995	7.6794801	3.459431619	6.14974712	5.321928095	4.754887502	8.77148947	4.247927513	4.321928095	3.700439718	4.459431619	4.700439718	4	3.906890596	5.129283017	6.087462841	6.539158811	3.906890596	3.906890596	5.285402219	4.392317423	4.906890596	7.312882955	5.523561956	3.321928095	4.169925001	4.700439718	3.321928095	8.573647187	2.584962501	4.087462841	5.285402219	10.92925841	8.285402219	2.584962501	5.129283017	3.807354922	3.459431619	5.247927513	3.459431619	4.247927513	4.64385619	5.459431619	4.087462841	5.169925001	3.700439718	6.781359714	9.776433032	4.392317423	4.754887502	3.807354922	6.584962501	7.108524457	6.50779464	9.092757141	5.044394119	3	4.95419631	7.531381461	5.247927513	4.754887502	8.483815777	5.672425342	5.554588852	6.658211483	4.459431619	6.87036472	5.64385619	10.78708632	5.426264755	4.523561956	8.30833903	3.906890596	3.584962501	8.317412614	3.459431619	4.247927513	9.055282436	3.169925001	4.321928095	2	8.159871337	4.087462841	3	7.499845887	8.535275377	5.832890014	9.933690655	7.303780748	4.807354922	4.523561956	8.383704292	5.169925001	8.982993575	5.781359714	9.189824559	5	6.491853096	5.523561956	7.442943496	5	2	6.022367813	5.357552005	5.700439718	7.321928095	5.807354922	5.321928095	5.426264755	2.807354922	4.64385619	9.797661526	4.169925001	4.169925001	5.169925001	7.199672345	4.321928095	4.857980995	3.584962501	5.459431619	6.599912842	6.857980995	4.584962501	4.700439718	6.285402219	8.845490051	3.169925001	5.169925001	5.906890596	4.857980995	4.700439718	6.14974712	3.807354922	6.918863237	8.124121312	4.584962501	4.087462841	5.392317423	12.23332008	4.700439718	3.459431619	4.523561956	4.321928095	4.247927513	4.392317423	4.906890596	3	3	10.55842071	9.339850003	12.35038674	6.247927513	9.853309555	4.807354922	2	7.768184325	4.459431619	3.700439718	3.700439718	5.930737338	4.906890596	5.977279923	4.64385619	8.622051819	11.52061868	6.50779464	6.658211483	6.169925001	6.266786541	5.087462841	5.285402219	6.554588852	5.392317423	8.21916852	3.807354922	4.459431619	5.459431619	5.209453366	9.312882955	8.189824559	4.754887502	6.044394119	6.832890014	6.845490051	12.7883105	7.139551352	4.247927513	8.339850003	8.857980995	3.169925001	5.087462841	8.375039431	7.592457037	3.169925001	10.78135971	4.584962501	5.426264755	12.53211237	5.672425342	9.459431619	5.554588852	5.247927513	6.942514505	5.672425342	8.087462841	6.339850003	4.321928095	8.888743249	5.584962501	5.459431619	9.912889336	8.405141463	7.761551232	5.285402219	8.442943496	3	3.321928095	7.515699838	10.51076417	7.577428828	8.252665432	6.14974712	5.321928095	4.64385619	4.807354922	7.62935662	9.221587121	5.491853096	4.754887502	6.247927513	5.209453366	5.129283017	3.906890596	4.64385619	8.011227255	3.807354922	2.321928095	2.807354922	5.357552005	2	8.960001932	9.290018847	5.247927513	5.614709844	5.247927513	6.357552005	6.087462841
